id,timestamp,description,category,amount,type
811,2025-10-03 23:48:12,Books Purchase,Other,-304.43,expense
816,2025-10-04 12:37:16,Bakery,Food,-116.18,expense
814,2025-10-04 18:57:22,Spotify Premium,Entertainment,-119,expense
815,2025-10-04 23:32:29,Swiggy Order,Food,-254.2,expense
818,2025-10-05 10:25:39,Grocery Store,Food,-682.71,expense
820,2025-10-05 12:48:00,ATM Withdrawal,Other,-968.1,expense
819,2025-10-05 18:10:16,Cafe Coffee,Food,-59.16,expense
817,2025-10-05 18:46:24,Netflix Subscription,Entertainment,-649,expense
821,2025-10-06 14:05:00,Freelance Payment,Freelance,11702.27,income
823,2025-10-06 15:14:28,Medical Consultation,Other,-662.01,expense
822,2025-10-06 22:37:55,ATM Withdrawal,Other,-671.86,expense
825,2025-10-07 08:40:09,Grocery Store,Food,-387.65,expense
824,2025-10-07 20:22:06,Ola Cab,Travel,-277.57,expense
826,2025-10-08 13:01:01,Freelance Payment,Freelance,13255.36,income
828,2025-10-08 15:32:16,Gym Membership,Other,-605.04,expense
827,2025-10-08 17:30:47,Ola Cab,Travel,-204.74,expense
832,2025-10-09 08:06:58,Ola Cab,Travel,-262.34,expense
830,2025-10-09 15:14:43,Lunch Canteen,Food,-113.21,expense
829,2025-10-09 15:52:12,Electricity Bill,Bills,-677.28,expense
833,2025-10-09 17:19:42,Medical Consultation,Other,-272.89,expense
831,2025-10-09 23:06:08,Metro Card Recharge,Travel,-378.49,expense
835,2025-10-10 19:04:50,Petrol Station,Travel,-1052.15,expense
834,2025-10-10 22:43:46,Laundry Service,Other,-186.2,expense
839,2025-10-11 09:49:22,Books Purchase,Other,-237.01,expense
836,2025-10-11 16:46:26,Freelance Payment,Freelance,13029.09,income
837,2025-10-11 17:16:16,Cashback Refund,Other,221.49,income
838,2025-10-11 22:14:39,ATM Withdrawal,Other,-1004.16,expense
840,2025-10-12 07:44:20,Swiggy Order,Food,-271.13,expense
841,2025-10-12 15:29:38,Books Purchase,Other,-303.5,expense
842,2025-10-12 21:52:48,Petrol Station,Travel,-1401.93,expense
843,2025-10-13 10:46:36,Books Purchase,Other,-397.23,expense
846,2025-10-13 16:30:41,Bus Pass,Travel,-99.48,expense
844,2025-10-13 18:11:43,Juice Bar,Food,-56.4,expense
845,2025-10-13 21:14:35,Bus Pass,Travel,-174.43,expense
848,2025-10-14 10:17:24,Cafe Coffee,Food,-82.45,expense
847,2025-10-14 12:38:28,Internet Bill,Bills,-580.22,expense
851,2025-10-14 14:53:23,ATM Withdrawal,Other,-711.18,expense
849,2025-10-14 17:17:36,Haircut Salon,Other,-269.26,expense
850,2025-10-14 22:16:39,Lunch Canteen,Food,-122.4,expense
853,2025-10-15 11:14:16,Lunch Canteen,Food,-113.02,expense
852,2025-10-15 21:56:28,Petrol Station,Travel,-1544.29,expense
855,2025-10-16 06:46:39,Gym Membership,Other,-752.44,expense
854,2025-10-16 13:53:30,Zomato Delivery,Food,-195.07,expense
858,2025-10-17 09:49:18,Street Food,Food,-36.35,expense
856,2025-10-17 12:07:31,Lunch Canteen,Food,-96.26,expense
857,2025-10-17 23:52:01,Uber Ride,Travel,-168.73,expense
860,2025-10-18 09:08:57,Lunch Canteen,Food,-97.37,expense
859,2025-10-18 19:32:37,Clothing Store,Shopping,-1828.75,expense
861,2025-10-19 06:40:16,Books Purchase,Other,-182.47,expense
862,2025-10-19 23:00:04,Petrol Station,Travel,-1635.17,expense
865,2025-10-20 06:13:13,Cafe Coffee,Food,-60.22,expense
863,2025-10-20 14:44:03,Gym Membership,Other,-911.61,expense
864,2025-10-20 23:59:02,Metro Card Recharge,Travel,-337.71,expense
867,2025-10-21 10:44:03,Medical Consultation,Other,-648.61,expense
866,2025-10-21 14:21:33,Uber Ride,Travel,-156.03,expense
870,2025-10-22 09:53:20,Ola Cab,Travel,-115.1,expense
869,2025-10-22 15:17:38,Auto Rickshaw,Travel,-58.25,expense
871,2025-10-22 20:13:42,Juice Bar,Food,-62.14,expense
868,2025-10-22 23:44:25,Bakery,Food,-84.5,expense
873,2025-10-23 07:05:34,Laundry Service,Other,-134.97,expense
875,2025-10-23 12:27:35,Gym Membership,Other,-720.49,expense
874,2025-10-23 19:49:43,Lunch Canteen,Food,-107.86,expense
872,2025-10-23 22:41:47,Cafe Coffee,Food,-57.02,expense
876,2025-10-24 09:20:12,Cafe Coffee,Food,-68.19,expense
877,2025-10-24 18:56:43,Haircut Salon,Other,-184.1,expense
878,2025-10-24 22:52:24,Bus Pass,Travel,-171.39,expense
879,2025-10-25 06:50:44,Sports Event Ticket,Entertainment,-462.56,expense
881,2025-10-25 14:10:23,Gaming Purchase,Entertainment,-474.1,expense
880,2025-10-25 21:24:53,Haircut Salon,Other,-221.3,expense
882,2025-10-26 14:46:08,Grocery Store,Food,-647.19,expense
883,2025-10-26 17:58:42,Gym Membership,Other,-1197.02,expense
887,2025-10-27 10:14:53,Gym Membership,Other,-1139.77,expense
885,2025-10-27 16:41:26,Ola Cab,Travel,-173.51,expense
886,2025-10-27 20:53:09,Restaurant Dinner,Food,-156.42,expense
884,2025-10-27 23:34:36,Medical Consultation,Other,-571.55,expense
890,2025-10-28 07:29:43,Uber Ride,Travel,-164.89,expense
888,2025-10-28 09:37:16,Salary Deposit,Salary,63889.26,income
889,2025-10-28 17:29:30,Bus Pass,Travel,-89.83,expense
891,2025-10-28 21:20:09,Ola Cab,Travel,-146.99,expense
894,2025-10-29 11:43:22,Petrol Station,Travel,-828.15,expense
892,2025-10-29 20:21:48,Metro Card Recharge,Travel,-331.15,expense
893,2025-10-29 22:53:07,Bakery,Food,-116.5,expense
899,2025-10-30 09:13:53,Auto Rickshaw,Travel,-79.19,expense
897,2025-10-30 13:02:48,Juice Bar,Food,-85.07,expense
895,2025-10-30 18:30:01,Cashback Refund,Other,165.13,income
896,2025-10-30 19:26:39,Haircut Salon,Other,-122.58,expense
898,2025-10-30 22:27:11,Metro Card Recharge,Travel,-270.1,expense
900,2025-10-31 10:04:24,Medical Consultation,Other,-375.56,expense
903,2025-10-31 13:06:18,Bakery,Food,-91.35,expense
901,2025-10-31 17:28:35,Swiggy Order,Food,-190.75,expense
902,2025-10-31 23:21:35,Swiggy Order,Food,-200.01,expense
904,2025-11-01 11:58:33,Rent Payment,Rent,-11076.19,expense
905,2025-11-01 19:50:30,Sports Event Ticket,Entertainment,-745.24,expense
906,2025-11-01 21:29:31,ATM Withdrawal,Other,-1096.03,expense
911,2025-11-02 07:17:33,Haircut Salon,Other,-274.34,expense
908,2025-11-02 12:19:33,Freelance Payment,Freelance,10794.44,income
909,2025-11-02 14:06:34,Cafe Coffee,Food,-70.3,expense
907,2025-11-02 17:28:42,Netflix Subscription,Entertainment,-649,expense
910,2025-11-02 20:13:37,Swiggy Order,Food,-147.57,expense
912,2025-11-02 23:04:06,Metro Card Recharge,Travel,-391.07,expense
916,2025-11-03 08:52:10,Laundry Service,Other,-89.6,expense
917,2025-11-03 12:03:41,Haircut Salon,Other,-252.82,expense
915,2025-11-03 19:36:35,Zomato Delivery,Food,-155.17,expense
913,2025-11-03 20:28:42,Amazon Prime,Entertainment,-299,expense
914,2025-11-03 23:04:25,Metro Card Recharge,Travel,-218.85,expense
918,2025-11-04 07:55:51,Grocery Store,Food,-664.01,expense
920,2025-11-04 15:13:17,Laundry Service,Other,-177.86,expense
919,2025-11-04 18:55:56,Cafe Coffee,Food,-42.03,expense
921,2025-11-04 22:53:09,Bus Pass,Travel,-163.18,expense
923,2025-11-05 06:28:44,Medical Consultation,Other,-657.73,expense
925,2025-11-05 12:39:57,ATM Withdrawal,Other,-421.14,expense
922,2025-11-05 18:18:29,Spotify Premium,Entertainment,-119,expense
924,2025-11-05 19:24:22,Laundry Service,Other,-226.88,expense
928,2025-11-06 08:18:51,Bakery,Food,-112.87,expense
926,2025-11-06 13:45:46,Electricity Bill,Bills,-1014.42,expense
927,2025-11-06 20:34:45,Ola Cab,Travel,-168.37,expense
930,2025-11-07 16:40:44,Juice Bar,Food,-43.88,expense
929,2025-11-07 21:48:51,Auto Rickshaw,Travel,-59.07,expense
932,2025-11-08 15:06:38,Clothing Store,Shopping,-1389.8,expense
931,2025-11-08 17:43:43,Books Purchase,Other,-130.92,expense
933,2025-11-09 17:13:58,Cashback Refund,Other,359.5,income
934,2025-11-09 17:29:36,Shopping Mall,Shopping,-1207.06,expense
938,2025-11-10 11:53:18,Books Purchase,Other,-189.37,expense
936,2025-11-10 16:31:08,Metro Card Recharge,Travel,-306.41,expense
935,2025-11-10 17:39:46,Auto Rickshaw,Travel,-30.22,expense
937,2025-11-10 22:37:16,Haircut Salon,Other,-329.51,expense
940,2025-11-11 10:19:45,Uber Ride,Travel,-117.01,expense
939,2025-11-11 12:14:59,Bakery,Food,-69.7,expense
941,2025-11-11 22:35:57,Grocery Store,Food,-552.47,expense
943,2025-11-12 10:12:47,ATM Withdrawal,Other,-1024.25,expense
942,2025-11-12 17:50:22,Ola Cab,Travel,-214.27,expense
946,2025-11-13 07:24:54,Ola Cab,Travel,-174.76,expense
944,2025-11-13 12:14:10,Flight Ticket,Travel,-4630.59,expense
945,2025-11-13 14:43:46,Gym Membership,Other,-875.72,expense
949,2025-11-14 14:30:37,Gym Membership,Other,-1140.65,expense
947,2025-11-14 20:31:54,Street Food,Food,-26.68,expense
948,2025-11-14 22:33:25,Swiggy Order,Food,-241.79,expense
952,2025-11-15 11:06:24,Clothing Store,Shopping,-1032.49,expense
950,2025-11-15 15:00:29,Internet Bill,Bills,-662.23,expense
951,2025-11-15 23:25:59,Pharmacy,Shopping,-242.8,expense
955,2025-11-16 11:47:23,Gaming Purchase,Entertainment,-676.24,expense
953,2025-11-16 15:49:18,Juice Bar,Food,-82.0,expense
954,2025-11-16 19:17:20,Zomato Delivery,Food,-360.98,expense
956,2025-11-16 21:31:36,Shopping Mall,Shopping,-2275.14,expense
960,2025-11-17 09:07:27,Laundry Service,Other,-126.18,expense
957,2025-11-17 12:40:38,Lunch Canteen,Food,-79.19,expense
959,2025-11-17 19:21:28,Books Purchase,Other,-190.85,expense
958,2025-11-17 23:50:23,Medical Consultation,Other,-641.83,expense
963,2025-11-18 07:08:47,Ola Cab,Travel,-161.06,expense
961,2025-11-18 16:52:15,ATM Withdrawal,Other,-753.4,expense
962,2025-11-18 20:42:59,Cafe Coffee,Food,-81.48,expense
965,2025-11-19 14:10:24,Bakery,Food,-95.6,expense
964,2025-11-19 17:41:19,Restaurant Dinner,Food,-508.8,expense
967,2025-11-20 18:05:19,Bakery,Food,-87.47,expense
966,2025-11-20 22:57:55,ATM Withdrawal,Other,-1420.4,expense
970,2025-11-21 06:57:33,Uber Ride,Travel,-144.75,expense
969,2025-11-21 12:22:41,Street Food,Food,-59.04,expense
968,2025-11-21 20:16:58,Street Food,Food,-56.21,expense
971,2025-11-21 23:21:43,Cafe Coffee,Food,-78.13,expense
974,2025-11-22 09:21:47,Pharmacy,Shopping,-407.61,expense
972,2025-11-22 12:53:12,Freelance Payment,Freelance,7571.95,income
973,2025-11-22 21:11:03,Street Food,Food,-29.93,expense
976,2025-11-23 06:10:34,Movie Tickets,Entertainment,-213.83,expense
977,2025-11-23 16:47:21,Stationery Shop,Shopping,-224.62,expense
975,2025-11-23 18:04:51,Stationery Shop,Shopping,-241.25,expense
978,2025-11-24 16:15:32,Freelance Payment,Freelance,7306.92,income
979,2025-11-24 16:18:05,Juice Bar,Food,-78.53,expense
980,2025-11-24 23:00:08,Laundry Service,Other,-211.19,expense
985,2025-11-25 06:36:09,Swiggy Order,Food,-157.55,expense
982,2025-11-25 13:20:59,Laundry Service,Other,-82.81,expense
981,2025-11-25 18:20:26,Cashback Refund,Other,141.53,income
983,2025-11-25 20:09:52,Medical Consultation,Other,-282.29,expense
984,2025-11-25 22:02:39,Swiggy Order,Food,-287.23,expense
987,2025-11-26 08:26:01,Juice Bar,Food,-63.3,expense
986,2025-11-26 12:02:13,Lunch Canteen,Food,-89.67,expense
988,2025-11-26 22:46:30,Petrol Station,Travel,-1176.71,expense
989,2025-11-27 10:53:32,Books Purchase,Other,-123.81,expense
992,2025-11-27 12:50:02,Laundry Service,Other,-147.74,expense
991,2025-11-27 17:26:41,Laundry Service,Other,-216.68,expense
990,2025-11-27 23:06:37,Cafe Coffee,Food,-66.01,expense
993,2025-11-28 08:11:13,Salary Deposit,Salary,67642.41,income
995,2025-11-28 10:33:34,Grocery Store,Food,-241.02,expense
996,2025-11-28 16:23:24,Uber Ride,Travel,-108.92,expense
994,2025-11-28 17:00:17,Juice Bar,Food,-49.92,expense
997,2025-11-29 08:49:05,Sports Event Ticket,Entertainment,-415.52,expense
998,2025-11-29 17:05:25,Laundry Service,Other,-124.09,expense
999,2025-11-29 22:54:32,Haircut Salon,Other,-340.99,expense
1000,2025-11-30 10:07:02,Pharmacy,Shopping,-434.52,expense
1001,2025-11-30 16:12:26,Juice Bar,Food,-76.46,expense
1002,2025-11-30 22:07:57,Concert Tickets,Entertainment,-1049.01,expense
1004,2025-12-01 06:57:33,Laundry Service,Other,-160.96,expense
1003,2025-12-01 09:36:41,Rent Payment,Rent,-11758.51,expense
1005,2025-12-01 17:13:41,Gym Membership,Other,-1169.05,expense
1007,2025-12-02 14:14:19,Restaurant Dinner,Food,-429.22,expense
1006,2025-12-02 19:40:21,Amazon Prime,Entertainment,-299,expense
1008,2025-12-02 19:52:11,Grocery Store,Food,-282.48,expense
1010,2025-12-03 09:22:06,Medical Consultation,Other,-542.8,expense
1009,2025-12-03 17:50:29,Cashback Refund,Other,398.9,income
1011,2025-12-03 18:46:14,Bakery,Food,-67.01,expense
1012,2025-12-04 06:23:51,Grocery Store,Food,-500.08,expense
1013,2025-12-04 15:23:29,Bus Pass,Travel,-167.36,expense
1015,2025-12-05 10:08:50,Petrol Station,Travel,-1673.74,expense
1014,2025-12-05 18:50:10,Netflix Subscription,Entertainment,-649,expense
1017,2025-12-06 21:13:21,Cafe Coffee,Food,-86.69,expense
1016,2025-12-06 21:22:44,Amazon Order,Shopping,-1621.34,expense
1020,2025-12-07 06:14:04,Ola Cab,Travel,-251.77,expense
1018,2025-12-07 14:43:08,Electricity Bill,Bills,-749.57,expense
1019,2025-12-07 14:44:29,Movie Tickets,Entertainment,-487.0,expense
1021,2025-12-07 20:01:48,Medical Consultation,Other,-288.35,expense
1025,2025-12-08 06:20:00,Street Food,Food,-60.63,expense
1023,2025-12-08 15:04:06,Freelance Payment,Freelance,12091.47,income
1022,2025-12-08 20:33:05,Spotify Premium,Entertainment,-119,expense
1024,2025-12-08 20:51:46,Grocery Store,Food,-225.22,expense
1026,2025-12-09 07:15:48,Haircut Salon,Other,-237.19,expense
1027,2025-12-09 12:29:31,Zomato Delivery,Food,-172.77,expense
1029,2025-12-10 10:53:15,Auto Rickshaw,Travel,-50.31,expense
1028,2025-12-10 12:38:58,Cafe Coffee,Food,-96.49,expense
1030,2025-12-10 17:52:49,Auto Rickshaw,Travel,-44.52,expense
1031,2025-12-10 21:58:06,Cafe Coffee,Food,-106.23,expense
1032,2025-12-11 11:05:14,Uber Ride,Travel,-193.23,expense
1033,2025-12-11 20:28:58,Books Purchase,Other,-317.14,expense
1035,2025-12-12 10:33:33,Auto Rickshaw,Travel,-70.01,expense
1036,2025-12-12 19:23:22,Bus Pass,Travel,-111.92,expense
1034,2025-12-12 21:50:34,Auto Rickshaw,Travel,-26.04,expense
1038,2025-12-13 07:00:30,Cafe Coffee,Food,-35.77,expense
1040,2025-12-13 14:25:28,Lunch Canteen,Food,-61.68,expense
1037,2025-12-13 17:48:58,Juice Bar,Food,-46.67,expense
1039,2025-12-13 21:08:04,Haircut Salon,Other,-327.76,expense
1042,2025-12-14 11:04:49,Gaming Purchase,Entertainment,-643.04,expense
1041,2025-12-14 12:51:37,Bus Pass,Travel,-62.82,expense
1043,2025-12-15 13:52:15,Internet Bill,Bills,-883.83,expense
1044,2025-12-15 17:06:11,Gym Membership,Other,-794.28,expense
1045,2025-12-15 22:15:38,Zomato Delivery,Food,-188.19,expense
1046,2025-12-16 08:37:15,Ola Cab,Travel,-139.95,expense
1047,2025-12-16 16:42:06,Uber Ride,Travel,-193.5,expense
1049,2025-12-16 17:13:15,Metro Card Recharge,Travel,-150.53,expense
1048,2025-12-16 22:35:45,Cafe Coffee,Food,-41.07,expense
1052,2025-12-17 10:59:35,Zomato Delivery,Food,-278.47,expense
1051,2025-12-17 15:11:23,Books Purchase,Other,-491.62,expense
1050,2025-12-17 17:33:04,Grocery Store,Food,-332.48,expense
1053,2025-12-17 22:35:53,Books Purchase,Other,-313.56,expense
1055,2025-12-18 07:22:07,Bus Pass,Travel,-178.63,expense
1054,2025-12-18 20:50:44,Auto Rickshaw,Travel,-80.99,expense
1057,2025-12-19 14:08:08,Medical Consultation,Other,-553.03,expense
1058,2025-12-19 17:51:52,Books Purchase,Other,-436.4,expense
1056,2025-12-19 21:08:09,Juice Bar,Food,-61.7,expense
1059,2025-12-20 10:39:23,Sports Event Ticket,Entertainment,-646.17,expense
1060,2025-12-20 16:05:00,Gym Membership,Other,-612.29,expense
1061,2025-12-21 09:42:12,Shopping Mall,Shopping,-862.11,expense
1062,2025-12-21 14:09:12,ATM Withdrawal,Other,-1040.84,expense
1063,2025-12-22 08:08:40,Street Food,Food,-25.66,expense
1066,2025-12-22 16:25:35,Metro Card Recharge,Travel,-198.36,expense
1064,2025-12-22 19:22:26,Restaurant Dinner,Food,-318.65,expense
1065,2025-12-22 21:05:51,Books Purchase,Other,-465.55,expense
1067,2025-12-23 12:10:44,Petrol Station,Travel,-1185.27,expense
1068,2025-12-23 17:18:51,Swiggy Order,Food,-98.77,expense
1072,2025-12-24 08:48:33,Restaurant Dinner,Food,-365.85,expense
1070,2025-12-24 13:24:10,Bakery,Food,-92.86,expense
1069,2025-12-24 20:26:39,Street Food,Food,-37.11,expense
1071,2025-12-24 21:21:31,Auto Rickshaw,Travel,-28.09,expense
1073,2025-12-25 15:08:47,Zomato Delivery,Food,-314.43,expense
1074,2025-12-25 20:15:30,Gym Membership,Other,-659.01,expense
1077,2025-12-26 09:39:11,Ola Cab,Travel,-267.93,expense
1076,2025-12-26 17:07:09,Juice Bar,Food,-81.45,expense
1075,2025-12-26 17:42:22,Cashback Refund,Other,359.24,income
1078,2025-12-26 23:20:28,Cafe Coffee,Food,-75.36,expense
1079,2025-12-27 06:33:14,Laundry Service,Other,-134.2,expense
1081,2025-12-27 19:33:16,Amazon Order,Shopping,-838.37,expense
1080,2025-12-27 23:40:06,Gaming Purchase,Entertainment,-559.13,expense
1082,2025-12-28 10:30:03,Salary Deposit,Salary,60781.65,income
1084,2025-12-28 19:19:04,Swiggy Order,Food,-175.77,expense
1083,2025-12-28 23:29:46,Gym Membership,Other,-809.5,expense
1085,2025-12-29 08:16:56,Uber Ride,Travel,-143.22,expense
1087,2025-12-29 14:32:10,ATM Withdrawal,Other,-1116.12,expense
1086,2025-12-29 19:50:49,Haircut Salon,Other,-161.8,expense
1088,2025-12-30 09:23:20,Zomato Delivery,Food,-176.94,expense
1089,2025-12-30 13:47:05,Swiggy Order,Food,-268.85,expense
1091,2025-12-30 20:14:49,Bus Pass,Travel,-150.99,expense
1090,2025-12-30 23:55:36,Medical Consultation,Other,-563.55,expense
1092,2025-12-31 12:42:35,Street Food,Food,-60.95,expense
1093,2025-12-31 20:14:30,Juice Bar,Food,-46.35,expense
1094,2026-01-01 09:17:57,Rent Payment,Rent,-12010.71,expense
1095,2026-01-01 15:45:30,Petrol Station,Travel,-940.2,expense
1098,2026-01-02 11:59:07,Uber Ride,Travel,-140.22,expense
1097,2026-01-02 13:45:37,Laundry Service,Other,-229.52,expense
1096,2026-01-02 22:06:01,Auto Rickshaw,Travel,-36.1,expense
1101,2026-01-03 10:40:45,Metro Card Recharge,Travel,-210.58,expense
1100,2026-01-03 19:41:58,Spotify Premium,Entertainment,-119,expense
1099,2026-01-03 20:42:13,Netflix Subscription,Entertainment,-649,expense
1102,2026-01-03 22:00:07,Swiggy Order,Food,-97.44,expense
1104,2026-01-04 07:06:37,Metro Card Recharge,Travel,-258.84,expense
1106,2026-01-04 12:31:31,ATM Withdrawal,Other,-647.06,expense
1103,2026-01-04 18:01:39,Grocery Store,Food,-367.15,expense
1105,2026-01-04 22:15:12,Amazon Order,Shopping,-320.79,expense
1109,2026-01-05 06:37:37,Cafe Coffee,Food,-96.54,expense
1110,2026-01-05 12:29:35,Grocery Store,Food,-450.4,expense
1107,2026-01-05 18:50:45,Swiggy Order,Food,-135.1,expense
1108,2026-01-05 21:36:26,Bakery,Food,-121.49,expense
1111,2026-01-06 19:38:32,Uber Ride,Travel,-110.89,expense
1112,2026-01-06 22:23:42,Petrol Station,Travel,-1586.66,expense
1115,2026-01-07 09:30:13,Haircut Salon,Other,-294.5,expense
1116,2026-01-07 16:09:57,Bus Pass,Travel,-138.32,expense
1113,2026-01-07 18:06:37,Amazon Prime,Entertainment,-299,expense
1114,2026-01-07 20:35:54,Zomato Delivery,Food,-171.78,expense
1117,2026-01-07 22:43:49,Swiggy Order,Food,-188.26,expense
1120,2026-01-08 12:57:35,Swiggy Order,Food,-227.13,expense
1118,2026-01-08 13:15:09,Electricity Bill,Bills,-802.02,expense
1119,2026-01-08 18:05:32,Grocery Store,Food,-290.15,expense
1122,2026-01-09 11:10:55,ATM Withdrawal,Other,-981.39,expense
1123,2026-01-09 16:23:57,Cafe Coffee,Food,-51.93,expense
1121,2026-01-09 18:09:33,Uber Ride,Travel,-200.73,expense
1124,2026-01-09 23:03:38,Uber Ride,Travel,-163.85,expense
1125,2026-01-10 06:42:16,Bus Pass,Travel,-132.65,expense
1126,2026-01-10 13:15:05,Metro Card Recharge,Travel,-172.41,expense
1127,2026-01-11 07:17:44,Juice Bar,Food,-74.25,expense
1129,2026-01-11 12:39:09,Street Food,Food,-61.5,expense
1128,2026-01-11 17:55:21,ATM Withdrawal,Other,-505.25,expense
1130,2026-01-11 22:43:14,Medical Consultation,Other,-334.45,expense
1131,2026-01-12 14:52:24,ATM Withdrawal,Other,-1232.19,expense
1132,2026-01-12 20:23:30,Metro Card Recharge,Travel,-318.05,expense
1133,2026-01-13 20:12:37,Juice Bar,Food,-62.24,expense
1134,2026-01-13 21:14:11,Bakery,Food,-111.27,expense
1137,2026-01-14 07:35:27,Gym Membership,Other,-724.07,expense
1135,2026-01-14 16:41:06,Internet Bill,Bills,-934.27,expense
1136,2026-01-14 22:21:26,Laundry Service,Other,-203.68,expense
1140,2026-01-15 10:42:27,Grocery Store,Food,-437.28,expense
1138,2026-01-15 15:09:15,Uber Ride,Travel,-76.77,expense
1139,2026-01-15 17:49:29,Ola Cab,Travel,-203.12,expense
1143,2026-01-16 06:10:27,Cafe Coffee,Food,-35.88,expense
1141,2026-01-16 15:25:59,Haircut Salon,Other,-277.04,expense
1142,2026-01-16 23:46:41,Uber Ride,Travel,-181.99,expense
1145,2026-01-17 14:08:35,Street Food,Food,-64.76,expense
1144,2026-01-17 19:23:02,Sports Event Ticket,Entertainment,-845.86,expense
1147,2026-01-18 09:35:47,Street Food,Food,-65.11,expense
1148,2026-01-18 15:38:52,Gym Membership,Other,-1135.86,expense
1146,2026-01-18 23:32:38,Lunch Canteen,Food,-131.34,expense
1151,2026-01-19 07:27:22,Lunch Canteen,Food,-138.15,expense
1149,2026-01-19 15:33:48,Freelance Payment,Freelance,10299.17,income
1152,2026-01-19 15:57:14,Petrol Station,Travel,-1127.07,expense
1150,2026-01-19 19:17:34,ATM Withdrawal,Other,-537.17,expense
1153,2026-01-20 16:52:47,Juice Bar,Food,-44.58,expense
1154,2026-01-20 21:54:13,Metro Card Recharge,Travel,-332.34,expense
1156,2026-01-21 16:26:50,Petrol Station,Travel,-1450.55,expense
1155,2026-01-21 16:37:41,Freelance Payment,Freelance,11195.78,income
1157,2026-01-22 07:07:55,Juice Bar,Food,-38.34,expense
1158,2026-01-22 17:55:11,Books Purchase,Other,-319.12,expense
1160,2026-01-23 11:51:50,Juice Bar,Food,-43.84,expense
1159,2026-01-23 16:34:56,Metro Card Recharge,Travel,-326.77,expense
1161,2026-01-23 20:49:23,Lunch Canteen,Food,-81.45,expense
1162,2026-01-24 16:31:39,Bus Pass,Travel,-176.48,expense
1163,2026-01-24 17:57:38,Movie Tickets,Entertainment,-266.42,expense
1164,2026-01-24 21:22:47,Sports Event Ticket,Entertainment,-405.0,expense
1166,2026-01-25 11:33:09,Bakery,Food,-77.25,expense
1167,2026-01-25 16:47:02,Swiggy Order,Food,-235.36,expense
1165,2026-01-25 22:13:06,Grocery Store,Food,-382.05,expense
1168,2026-01-26 10:20:56,Restaurant Dinner,Food,-275.98,expense
1169,2026-01-26 23:56:20,Medical Consultation,Other,-262.19,expense
1171,2026-01-27 06:56:14,Bus Pass,Travel,-65.52,expense
1170,2026-01-27 16:47:19,Cafe Coffee,Food,-98.44,expense
1172,2026-01-28 08:19:48,Salary Deposit,Salary,55633.36,income
1173,2026-01-28 11:36:16,Auto Rickshaw,Travel,-48.26,expense
1174,2026-01-28 21:14:44,Auto Rickshaw,Travel,-25.2,expense
1176,2026-01-29 11:23:10,Gym Membership,Other,-1113.2,expense
1175,2026-01-29 16:28:19,Uber Ride,Travel,-102.97,expense
1178,2026-01-30 11:47:38,Zomato Delivery,Food,-326.02,expense
1179,2026-01-30 15:16:51,Auto Rickshaw,Travel,-70.42,expense
1177,2026-01-30 17:27:45,Cashback Refund,Other,302.76,income
1180,2026-01-31 17:38:24,Cashback Refund,Other,417.15,income
1181,2026-01-31 19:23:23,Bus Pass,Travel,-92.79,expense
1182,2026-01-31 21:58:15,Pharmacy,Shopping,-92.47,expense
1185,2026-02-01 10:24:06,ATM Withdrawal,Other,-608.14,expense
1183,2026-02-01 11:26:31,Rent Payment,Rent,-13123.52,expense
1184,2026-02-01 22:29:33,Amazon Order,Shopping,-793.91,expense
1189,2026-02-02 07:46:55,Gym Membership,Other,-625.34,expense
1187,2026-02-02 15:08:08,Grocery Store,Food,-406.04,expense
1186,2026-02-02 20:54:11,Amazon Prime,Entertainment,-299,expense
1188,2026-02-02 22:39:03,Street Food,Food,-26.08,expense
1191,2026-02-03 06:45:53,Lunch Canteen,Food,-132.26,expense
1190,2026-02-03 19:26:39,Haircut Salon,Other,-320.81,expense
1192,2026-02-04 06:55:33,Laundry Service,Other,-197.37,expense
1193,2026-02-04 16:41:15,Ola Cab,Travel,-143.44,expense
1195,2026-02-04 18:21:09,Gym Membership,Other,-937.71,expense
1194,2026-02-04 21:59:14,Swiggy Order,Food,-120.15,expense
1198,2026-02-05 08:38:39,Petrol Station,Travel,-1437.66,expense
1196,2026-02-05 13:24:54,Electricity Bill,Bills,-698.54,expense
1197,2026-02-05 17:40:34,Netflix Subscription,Entertainment,-649,expense
1201,2026-02-06 11:22:51,Auto Rickshaw,Travel,-25.94,expense
1199,2026-02-06 18:31:31,Spotify Premium,Entertainment,-119,expense
1200,2026-02-06 18:43:53,Petrol Station,Travel,-717.72,expense
1203,2026-02-07 07:57:06,Laundry Service,Other,-118.17,expense
1204,2026-02-07 20:15:01,Laundry Service,Other,-148.84,expense
1202,2026-02-07 23:45:40,Gaming Purchase,Entertainment,-250.02,expense
1206,2026-02-08 10:58:08,Medical Consultation,Other,-578.98,expense
1205,2026-02-08 17:25:46,Cashback Refund,Other,164.29,income
1207,2026-02-08 19:59:22,Metro Card Recharge,Travel,-176.16,expense
1208,2026-02-08 22:41:07,Flipkart Purchase,Shopping,-1281.7,expense
1211,2026-02-09 10:27:02,Grocery Store,Food,-578.6,expense
1209,2026-02-09 13:10:18,Flight Ticket,Travel,-4251.92,expense
1210,2026-02-09 14:43:16,Juice Bar,Food,-83.72,expense
1212,2026-02-09 21:53:26,Bakery,Food,-64.3,expense
